RecordID,AQI,PM10,PM2_5,NO2,SO2,O3,Temperature,Humidity,WindSpeed,RespiratoryCases,CardiovascularCases,HospitalAdmissions,HealthImpactScore,HealthImpactClass
1019,457.74,121.50,80.81,111.80,42.99,250.87,38.84,52.66,16.82,11,6,4,100.00,0.00
1020,16.97,279.46,135.67,132.74,61.02,140.17,26.28,36.46,6.55,9,4,2,88.87,0.00
1021,348.71,26.70,152.80,12.49,90.89,96.48,13.94,79.28,19.72,14,5,2,100.00,0.00
1022,148.67,153.46,198.39,174.23,45.76,168.36,27.57,26.24,7.70,11,6,2,100.00,0.00
1023,462.20,275.56,69.08,37.03,98.77,78.16,13.37,31.90,5.26,13,2,0,100.00,0.00
1024,485.53,271.23,82.21,45.07,59.28,120.35,-9.14,33.01,17.89,14,6,2,100.00,0.00
1025,472.13,46.96,33.12,132.27,16.06,99.78,17.16,95.65,11.35,5,5,2,100.00,0.00
1026,237.11,109.99,40.81,93.75,19.00,241.24,21.26,75.68,14.44,7,4,2,100.00,0.00
1027,431.02,185.74,138.68,99.88,71.61,277.28,39.06,22.03,8.17,11,2,3,100.00,0.00
1028,422.27,47.82,183.41,25.63,5.04,227.87,-7.96,18.36,17.74,14,9,0,100.00,0.00
1029,159.55,290.41,78.92,161.15,48.03,131.73,15.60,85.85,18.35,10,4,2,100.00,0.00
1030,414.46,274.42,35.97,123.41,14.82,151.30,-5.09,82.20,8.74,12,7,1,100.00,0.00
1031,18.50,50.09,57.02,27.08,43.32,37.52,-2.55,70.39,4.81,9,14,4,30.48,3.00
1032,298.13,36.35,91.01,74.80,74.99,224.06,20.52,27.65,12.95,9,7,5,100.00,0.00
1033,115.00,25.62,58.13,162.08,45.88,178.94,1.58,53.23,19.09,8,5,3,84.05,0.00
1034,60.28,272.83,46.72,113.67,16.35,270.73,27.46,64.25,12.45,15,6,1,91.97,0.00
1035,38.48,58.09,147.20,21.73,25.19,60.18,15.71,93.89,19.08,9,6,2,54.50,2.00
1036,348.14,124.89,1.57,74.56,36.75,227.92,0.91,25.25,6.88,8,2,4,100.00,0.00
1037,169.94,134.66,107.85,48.54,6.96,205.40,14.69,56.39,18.30,12,2,3,100.00,0.00
1038,362.38,179.70,158.75,103.49,58.43,79.75,-9.96,24.20,2.25,8,9,3,100.00,0.00
1039,32.68,21.52,53.25,168.67,60.75,200.21,33.14,49.95,7.18,9,7,2,60.52,1.00
1040,157.65,68.03,120.66,87.25,6.22,277.31,-9.37,28.01,9.89,17,3,0,100.00,0.00
1041,269.75,279.45,133.78,86.67,40.23,275.53,-9.65,85.26,13.06,10,7,1,100.00,0.00
1042,395.36,272.52,131.00,181.07,41.40,215.89,20.58,32.93,5.88,12,4,3,100.00,0.00
1043,159.38,234.39,89.17,115.24,33.38,14.42,38.68,47.54,18.48,10,3,2,100.00,0.00
1044,312.95,5.82,69.32,113.24,55.77,261.68,32.80,46.70,18.07,10,3,0,100.00,0.00
1045,442.99,98.10,167.18,52.38,34.60,197.33,2.60,87.97,15.99,14,2,3,100.00,0.00
1046,307.93,188.39,151.69,121.54,41.64,93.13,-0.17,78.20,2.29,13,3,1,100.00,0.00
1047,116.48,82.56,64.25,115.18,79.75,56.18,21.31,15.18,1.57,12,0,1,76.03,1.00
1048,12.20,272.88,20.60,79.37,16.21,34.86,31.13,16.04,9.96,9,10,1,45.25,2.00
1049,435.05,190.17,14.36,198.14,61.91,15.07,8.10,59.61,15.31,15,7,0,100.00,0.00
1050,10.63,21.57,18.86,176.38,50.56,226.23,11.62,48.49,2.46,14,4,5,51.20,2.00
1051,437.35,272.70,116.57,149.92,30.51,70.75,-4.23,34.80,12.83,8,8,3,100.00,0.00
1052,264.47,287.33,10.33,107.47,72.75,7.28,-2.36,81.34,10.56,8,4,2,100.00,0.00
1053,469.53,23.31,67.39,92.41,55.12,119.18,18.42,21.58,14.52,8,6,1,100.00,0.00
1054,399.39,159.71,150.64,36.98,47.74,144.78,-4.87,97.67,8.71,12,5,2,100.00,0.00
1055,498.97,91.01,58.87,61.15,66.77,50.77,0.10,12.17,13.87,7,3,2,100.00,0.00
1056,175.36,117.85,152.66,154.79,80.23,13.21,1.73,20.64,3.19,8,4,3,100.00,0.00
1057,383.59,53.90,149.09,90.75,97.27,56.74,12.20,38.02,4.29,12,3,4,100.00,0.00
1058,200.97,173.42,49.17,176.45,62.94,203.73,-7.72,55.82,18.07,11,3,2,100.00,0.00
1059,239.94,287.39,145.76,29.58,87.44,24.67,14.99,29.45,6.59,11,2,3,100.00,0.00
1060,313.75,150.92,149.56,101.67,0.11,166.51,36.43,76.26,19.71,6,2,5,100.00,0.00
1061,436.84,24.87,79.49,129.39,53.02,43.92,-8.78,42.18,0.92,13,7,3,100.00,0.00
1062,492.04,186.00,42.08,103.37,21.46,58.71,21.55,13.47,9.92,5,3,2,100.00,0.00
1063,384.14,102.07,104.25,177.85,9.42,117.92,31.79,88.99,6.50,9,6,0,100.00,0.00
1064,208.88,256.78,184.28,197.91,53.20,30.25,5.62,94.95,19.92,7,5,3,100.00,0.00
1065,210.68,130.40,127.92,23.17,74.68,51.96,-3.42,65.67,19.80,12,3,7,100.00,0.00
1066,368.79,57.85,34.58,25.99,41.23,104.69,-7.83,82.59,4.70,9,6,2,100.00,0.00
1067,119.39,57.33,136.55,26.06,67.01,98.90,22.20,20.90,5.35,13,5,2,83.33,0.00
1068,55.24,230.63,85.44,136.24,48.97,224.78,17.61,34.19,14.99,13,5,1,93.64,0.00
1069,177.31,79.68,118.31,74.54,43.71,22.43,1.46,39.27,17.79,10,7,1,95.74,0.00
1070,143.62,230.17,146.81,146.66,29.03,258.14,31.58,96.47,13.27,9,5,4,100.00,0.00
1071,148.15,61.77,102.99,81.09,38.26,244.87,26.78,56.10,17.29,10,6,3,100.00,0.00
1072,116.80,96.51,162.80,125.52,34.98,229.80,3.82,10.67,1.27,9,9,3,100.00,0.00
1073,21.05,139.65,144.43,153.97,64.62,92.81,27.67,44.22,12.81,4,7,2,75.05,1.00
1074,8.94,282.96,123.01,109.64,11.60,246.86,2.25,10.70,14.00,12,6,2,91.00,0.00
1075,493.86,279.52,30.16,107.90,9.26,54.84,23.76,31.40,3.81,17,4,1,100.00,0.00
1076,213.89,62.06,167.19,17.65,66.00,37.32,-4.07,50.92,15.56,9,6,1,100.00,0.00
1077,192.16,107.47,187.18,82.16,54.63,13.49,24.61,39.11,18.89,15,2,4,100.00,0.00
1078,339.82,44.82,27.39,109.16,43.02,281.79,1.94,12.95,17.96,11,6,1,100.00,0.00
1079,109.13,153.00,97.65,92.40,15.24,92.40,18.62,20.47,4.90,5,7,1,85.63,0.00
1080,474.98,138.17,51.78,180.16,41.10,275.29,-1.38,59.58,6.48,10,10,2,100.00,0.00
1081,393.17,270.23,150.90,181.31,78.97,81.78,26.30,72.60,9.99,8,5,1,100.00,0.00
1082,44.71,279.00,144.33,164.38,88.96,272.27,-6.96,46.41,3.17,11,4,6,100.00,0.00
1083,208.79,115.07,28.18,75.06,70.26,271.18,-1.73,75.83,19.08,5,7,1,100.00,0.00
1084,439.56,147.52,175.41,143.46,5.99,277.10,-0.79,24.70,3.23,12,4,2,100.00,0.00
1085,472.37,268.87,36.19,79.06,67.04,148.85,-7.93,20.99,15.23,4,5,4,100.00,0.00
1086,233.70,242.01,159.45,46.52,24.10,259.78,27.25,85.55,6.83,6,3,2,100.00,0.00
1087,306.71,1.10,91.40,68.58,31.53,285.23,39.05,40.53,11.47,12,4,4,100.00,0.00
1088,83.52,96.02,65.65,14.19,19.59,97.39,28.92,48.90,0.94,6,3,2,58.43,2.00
1089,495.58,126.53,31.65,66.36,77.58,125.66,33.03,95.28,4.10,14,1,2,100.00,0.00
1090,115.84,68.91,33.52,92.15,64.86,215.77,-9.70,48.17,8.89,9,9,4,82.42,0.00
1091,471.37,59.87,132.38,191.10,61.18,90.11,-4.11,10.31,13.54,7,9,2,100.00,0.00
1092,324.82,11.34,110.09,62.68,66.80,226.14,17.95,94.42,15.55,9,7,3,100.00,0.00
1093,303.87,193.01,24.42,180.49,23.68,22.17,38.89,11.27,0.60,9,6,0,100.00,0.00
1094,256.34,78.75,22.54,45.77,44.46,157.05,23.04,69.61,3.05,7,5,3,100.00,0.00
1095,115.33,15.70,14.46,38.19,63.33,36.69,8.71,39.06,14.60,5,4,1,48.55,2.00
1096,88.26,69.29,148.75,103.80,63.66,88.00,-2.69,52.34,16.26,5,3,1,84.84,0.00
1097,110.24,240.57,142.38,134.50,79.19,77.59,-2.36,59.26,4.73,11,4,2,100.00,0.00
1098,93.22,255.45,11.69,8.87,28.71,251.68,8.14,46.76,4.59,6,4,2,82.70,0.00
1099,389.79,144.92,112.05,44.21,77.03,58.06,25.69,79.69,1.76,6,5,1,100.00,0.00
1100,175.06,124.82,16.94,91.14,44.02,242.53,-8.41,93.76,3.01,10,6,4,100.00,0.00
1101,28.92,293.36,180.75,66.20,67.02,238.19,32.61,17.78,0.16,16,2,1,100.00,0.00
1102,484.55,60.17,181.42,142.52,45.57,149.66,37.08,82.02,11.80,10,8,0,100.00,0.00
1103,441.89,64.61,139.65,102.23,94.86,70.15,34.44,21.58,18.08,6,6,2,100.00,0.00
1104,463.88,87.56,185.24,32.07,17.93,68.07,35.65,17.22,2.99,11,9,2,100.00,0.00
1105,497.45,51.83,162.29,178.89,67.50,139.48,-9.23,96.02,15.03,5,3,1,100.00,0.00
1106,86.95,113.81,165.71,58.58,57.65,2.64,38.89,54.04,11.47,12,7,2,77.09,1.00
1107,198.12,273.25,113.94,146.23,17.27,159.41,8.32,23.73,18.80,13,6,2,100.00,0.00
1108,379.12,184.60,61.21,155.98,6.60,285.83,33.46,61.30,15.96,12,4,3,100.00,0.00
1109,348.01,123.58,43.56,192.63,79.91,46.41,-0.66,33.69,17.05,11,2,1,100.00,0.00
1110,76.95,280.32,65.44,99.70,15.75,172.00,12.33,51.79,12.78,12,6,1,90.91,0.00
1111,407.92,14.54,125.70,123.17,18.65,288.53,-7.79,66.22,16.23,9,3,0,100.00,0.00
1112,112.22,63.08,34.53,66.98,97.84,258.16,-8.00,88.23,7.02,8,4,3,84.33,0.00
1113,111.91,169.77,51.73,135.64,71.73,255.11,37.16,10.28,4.18,9,5,3,100.00,0.00
1114,268.49,184.67,93.61,92.68,25.05,246.55,30.53,29.27,18.25,13,4,6,100.00,0.00
1115,296.47,11.87,46.61,87.53,59.09,92.71,16.49,18.66,14.69,10,6,2,100.00,0.00
1116,290.04,120.91,117.73,171.09,53.41,267.19,16.27,18.74,1.81,10,10,2,100.00,0.00
1117,45.74,194.75,184.64,10.03,84.45,282.40,27.44,95.12,17.34,9,3,1,100.00,0.00
1118,438.73,209.42,149.62,176.39,72.93,148.74,7.08,94.25,6.98,12,5,0,100.00,0.00
1119,132.80,191.44,133.29,170.41,83.17,106.37,28.09,77.44,5.97,8,2,3,100.00,0.00
1120,64.76,96.17,116.54,101.27,21.15,124.27,14.25,67.88,12.47,11,7,2,74.63,1.00
1121,444.37,28.06,97.59,98.04,64.02,100.26,21.90,86.32,11.37,11,8,1,100.00,0.00
1122,477.83,128.13,37.31,72.36,4.02,63.73,38.24,15.26,10.77,8,4,5,100.00,0.00
1123,431.06,38.63,178.94,198.83,6.89,185.53,13.57,20.75,5.10,3,4,1,100.00,0.00
1124,404.76,284.29,49.71,22.23,71.35,168.78,10.92,38.54,19.20,6,6,0,100.00,0.00
1125,327.62,142.55,18.26,118.04,2.44,138.78,35.29,84.92,19.00,18,5,0,100.00,0.00
1126,275.43,95.18,150.00,136.34,57.98,28.75,35.13,52.50,0.08,14,5,2,100.00,0.00
1127,43.49,229.89,35.12,186.87,84.04,239.07,39.62,55.32,6.76,5,7,2,87.54,0.00
1128,204.23,149.38,74.38,156.04,37.99,52.48,17.54,30.63,0.91,15,8,2,100.00,0.00
1129,186.34,93.01,5.66,128.77,4.48,34.37,7.21,68.35,17.00,8,4,3,81.66,0.00
1130,129.88,243.59,27.41,23.36,71.38,186.92,2.02,89.91,17.73,11,8,2,92.41,0.00
1131,361.71,260.15,34.64,74.75,92.97,119.59,-8.30,39.66,10.37,10,4,3,100.00,0.00
1132,247.94,201.90,10.88,27.77,71.72,17.94,26.34,65.73,16.79,9,4,0,100.00,0.00
1133,40.52,14.09,131.33,176.24,57.84,106.67,1.67,39.88,14.07,14,2,1,70.23,1.00
1134,110.09,169.90,167.40,149.92,23.00,231.53,20.33,81.34,9.99,9,7,3,100.00,0.00
1135,341.63,228.99,74.66,151.51,1.54,184.57,35.83,52.75,7.28,12,4,4,100.00,0.00
1136,38.07,40.95,174.92,130.45,69.47,108.84,37.51,40.55,5.32,7,4,1,75.76,1.00
1137,425.60,68.60,42.67,101.41,23.10,57.54,-9.78,47.80,5.19,9,3,4,100.00,0.00
1138,247.57,264.75,65.08,29.99,85.82,189.54,5.85,18.21,11.24,6,4,4,100.00,0.00
1139,240.29,6.04,30.15,65.94,46.64,266.27,31.87,87.95,3.34,11,1,5,100.00,0.00
1140,296.20,225.82,124.11,27.38,53.06,193.88,16.82,96.23,3.50,11,6,3,100.00,0.00
1141,412.34,142.13,83.97,144.98,75.39,243.87,30.38,52.97,0.21,11,6,0,100.00,0.00
1142,173.90,134.03,122.66,32.05,77.94,156.46,32.67,29.92,12.27,8,4,3,100.00,0.00
1143,339.01,2.13,152.33,140.42,64.27,215.39,12.13,69.82,19.89,10,4,1,100.00,0.00
1144,282.87,245.82,109.14,138.45,93.84,268.87,7.95,50.71,17.78,10,6,4,100.00,0.00
1145,133.51,107.95,125.53,91.86,98.23,231.95,12.77,32.71,14.11,10,6,2,100.00,0.00
1146,439.31,162.23,187.05,27.05,94.69,272.96,22.64,13.46,15.71,10,6,4,100.00,0.00
1147,398.71,203.19,59.81,62.96,82.42,129.34,8.36,90.07,8.34,7,7,2,100.00,0.00
1148,329.23,210.79,71.83,64.02,70.56,271.27,28.75,81.71,5.96,5,4,2,100.00,0.00
1149,425.29,286.79,143.54,140.08,66.33,186.47,35.20,84.61,7.37,11,3,3,100.00,0.00
1150,433.65,159.40,122.26,22.75,10.38,261.01,4.12,49.59,1.63,10,3,2,100.00,0.00
1151,354.18,119.92,35.71,165.81,27.15,11.81,38.25,77.79,12.68,9,6,2,100.00,0.00
1152,418.51,286.11,75.23,152.20,0.57,197.36,21.14,62.31,3.50,14,2,2,100.00,0.00
1153,348.74,192.63,93.57,37.26,13.74,254.39,33.91,43.73,15.26,8,4,2,100.00,0.00
1154,340.07,89.45,83.88,143.83,43.92,52.26,-4.80,85.85,3.80,11,4,1,100.00,0.00
1155,309.31,37.94,35.65,133.70,14.65,198.54,2.57,99.89,4.56,8,6,1,100.00,0.00
1156,376.36,252.77,184.89,149.62,90.17,247.49,6.05,90.94,19.15,12,4,0,100.00,0.00
1157,79.30,108.65,152.46,37.79,80.57,86.38,5.14,79.86,2.11,8,4,3,81.23,0.00
1158,440.44,198.14,96.27,31.52,7.16,121.57,-1.41,77.28,9.98,11,8,2,100.00,0.00
1159,435.92,141.24,136.01,47.30,24.89,170.86,33.41,68.52,1.25,8,3,3,100.00,0.00
1160,14.62,59.68,179.46,73.17,81.91,155.75,10.93,86.83,1.81,11,10,2,72.60,1.00
1161,412.91,180.51,27.23,158.73,80.30,11.76,38.16,54.38,12.67,17,7,4,100.00,0.00
1162,64.43,18.20,50.07,147.58,94.55,29.60,19.17,26.36,12.61,13,5,3,52.02,2.00
1163,167.56,124.00,108.54,185.09,99.75,30.14,-3.08,79.12,3.86,16,6,3,100.00,0.00
1164,371.75,163.98,159.80,11.73,97.63,78.68,17.30,92.76,17.45,10,5,0,100.00,0.00
1165,80.38,130.81,7.25,2.31,41.01,73.76,39.68,40.72,14.04,7,4,0,45.62,2.00
1166,408.98,224.60,196.80,139.83,25.03,222.67,18.26,80.47,6.01,10,5,7,100.00,0.00
1167,416.07,248.38,90.98,55.86,75.84,171.82,-9.91,34.64,4.97,10,5,3,100.00,0.00
1168,253.73,231.37,71.85,66.82,29.93,229.19,36.65,94.83,15.09,3,7,2,100.00,0.00
1169,3.19,11.64,58.54,109.36,80.64,20.97,1.74,71.51,14.67,2,7,3,30.08,3.00
1170,143.52,58.24,34.87,20.48,53.40,145.56,24.43,61.23,2.98,8,5,3,73.76,1.00
1171,308.46,160.98,158.31,128.54,79.39,97.13,15.75,80.19,6.98,7,5,0,100.00,0.00
1172,490.59,280.45,191.08,65.03,27.59,254.98,6.27,83.19,4.33,9,8,3,100.00,0.00
1173,315.91,250.49,82.73,126.54,50.80,212.34,4.13,90.31,5.88,11,8,0,100.00,0.00
1174,129.90,252.76,190.48,166.80,56.40,260.78,36.44,91.10,5.75,12,3,2,100.00,0.00
1175,317.00,90.96,164.76,34.22,94.31,13.93,35.60,14.74,19.52,10,6,0,100.00,0.00
1176,269.99,128.83,96.21,186.17,26.66,216.25,15.66,21.06,15.00,9,5,0,100.00,0.00
1177,389.92,141.21,134.81,106.14,93.67,162.00,2.92,84.35,15.60,7,9,2,100.00,0.00
1178,53.49,47.21,87.00,184.59,80.49,247.50,-4.88,95.14,5.55,12,2,2,85.37,0.00
1179,380.51,9.32,111.74,41.55,73.09,152.15,-2.17,37.69,0.01,10,7,2,100.00,0.00
1180,270.63,284.07,11.61,120.91,78.69,162.06,16.11,10.77,1.16,14,3,3,100.00,0.00
1181,481.50,72.21,139.25,80.78,60.54,15.53,5.39,39.04,11.06,6,6,1,100.00,0.00
1182,170.94,71.98,10.56,154.84,24.41,200.56,-7.90,44.46,5.71,3,4,1,97.46,0.00
1183,316.31,25.01,163.42,121.18,18.95,81.94,12.76,78.49,3.86,9,6,1,100.00,0.00
1184,466.01,278.55,164.99,98.90,86.63,5.91,27.31,14.28,0.99,6,4,3,100.00,0.00
1185,51.25,173.92,47.42,182.60,72.51,19.93,34.58,29.14,17.52,10,5,2,63.53,1.00
1186,468.61,200.11,64.73,75.42,21.32,287.19,19.26,90.46,12.00,11,3,3,100.00,0.00
1187,343.94,273.47,96.26,44.00,61.51,103.82,26.16,23.93,2.15,15,3,4,100.00,0.00
1188,33.92,103.69,119.33,121.62,44.75,260.42,8.20,78.33,15.33,10,6,1,83.68,0.00
1189,150.48,186.45,57.47,124.81,15.87,287.90,14.81,42.52,15.12,15,6,6,100.00,0.00
1190,354.09,11.64,118.50,87.82,53.19,282.98,26.48,69.64,5.79,9,5,0,100.00,0.00
1191,33.68,56.03,59.56,97.32,28.15,264.52,26.38,16.65,3.77,9,6,0,63.70,1.00
1192,291.09,249.37,11.10,191.91,9.62,268.45,11.23,35.79,16.28,11,9,4,100.00,0.00
1193,172.94,230.03,0.51,146.54,46.70,86.70,17.18,48.23,6.59,10,5,2,99.46,0.00
1194,310.46,105.19,20.23,22.12,59.01,45.44,36.19,87.15,16.95,5,4,2,100.00,0.00
1195,22.87,113.04,158.45,42.43,4.69,191.78,21.60,60.71,0.87,12,3,1,72.39,1.00
1196,435.77,160.07,192.29,195.12,40.21,146.43,22.13,14.07,9.99,7,9,2,100.00,0.00
1197,486.74,0.07,85.39,145.29,25.77,29.62,29.23,82.17,3.59,11,1,2,100.00,0.00
1198,484.44,72.37,102.54,183.01,3.07,203.26,-4.24,14.91,13.44,3,8,1,100.00,0.00
1199,374.83,62.47,29.37,60.77,12.57,168.86,16.14,94.09,19.94,11,3,4,100.00,0.00
1200,65.04,75.14,110.21,148.37,13.90,258.92,37.97,29.05,8.25,14,4,1,88.18,0.00
1201,379.13,241.77,28.93,142.80,18.29,182.76,8.08,53.91,2.01,13,5,4,100.00,0.00
1202,12.29,83.90,122.24,58.94,80.34,172.18,4.75,16.51,6.35,7,9,6,63.10,1.00
1203,11.06,57.46,186.65,110.16,43.95,132.23,20.06,60.55,17.83,12,2,2,70.94,1.00
1204,161.81,151.28,39.14,125.48,14.71,138.84,1.06,54.75,15.32,9,7,2,97.85,0.00
1205,244.32,259.69,152.91,96.23,10.03,286.31,17.80,46.92,4.64,7,5,4,100.00,0.00
1206,385.20,72.40,4.70,165.44,29.79,41.53,-2.22,13.20,19.07,13,6,2,100.00,0.00
1207,341.65,23.56,75.10,166.57,79.80,133.87,18.99,89.10,12.44,9,2,0,100.00,0.00
1208,222.95,106.92,22.15,170.12,36.45,196.75,20.12,82.24,3.36,8,5,2,100.00,0.00
1209,136.81,224.30,70.50,160.68,15.99,129.90,10.92,66.97,11.45,8,6,3,100.00,0.00
1210,498.56,165.21,34.71,97.62,40.41,84.96,9.14,61.50,9.03,9,7,2,100.00,0.00
1211,213.09,245.04,74.66,76.29,55.53,86.21,2.27,72.55,16.39,13,6,0,100.00,0.00
1212,225.69,287.88,83.50,166.28,2.96,70.10,6.55,22.96,6.88,11,5,2,100.00,0.00
1213,81.81,237.80,60.12,98.04,62.76,103.17,14.92,93.94,17.50,10,3,1,81.99,0.00
1214,397.40,181.14,131.32,49.27,39.51,261.50,2.38,35.62,16.24,8,4,3,100.00,0.00
1215,346.84,148.00,183.77,101.47,0.97,151.57,29.14,69.08,13.49,10,3,3,100.00,0.00
1216,110.38,12.02,80.12,28.37,67.39,72.07,25.45,64.61,5.17,16,7,3,62.22,1.00
1217,41.19,295.30,38.47,138.33,71.24,115.36,3.47,67.30,19.41,9,4,1,77.37,1.00
1218,340.25,115.04,54.14,67.18,62.88,31.75,-5.13,89.11,10.97,11,10,1,100.00,0.00
1219,327.26,45.67,170.80,52.13,34.19,271.21,-9.99,36.63,18.15,12,4,1,100.00,0.00
1220,136.63,200.01,114.33,191.30,52.96,122.46,19.84,77.41,4.31,11,10,3,100.00,0.00
1221,475.43,85.29,91.00,155.38,38.72,294.12,0.57,63.86,19.67,12,4,3,100.00,0.00
1222,75.53,175.73,29.93,157.41,70.06,104.26,-9.37,16.85,16.32,5,5,2,75.54,1.00
1223,216.17,176.03,89.95,124.74,58.36,250.91,7.95,47.27,18.98,9,4,1,100.00,0.00
1224,471.81,133.72,55.70,167.83,8.18,76.92,38.10,85.42,4.25,5,5,2,100.00,0.00
1225,209.86,250.84,188.63,151.83,64.31,22.85,24.50,38.38,8.61,12,7,1,100.00,0.00
1226,319.26,79.49,176.81,119.75,68.72,9.52,32.89,53.40,1.95,18,6,3,100.00,0.00
1227,198.80,134.59,16.78,192.22,37.07,181.85,-2.76,53.98,2.74,8,4,3,100.00,0.00
1228,137.11,161.31,103.33,38.32,87.58,93.47,-6.34,65.62,5.68,9,5,0,95.52,0.00
1229,491.99,199.09,45.01,188.68,84.30,133.06,-9.42,89.56,19.03,17,4,0,100.00,0.00
1230,204.67,235.19,82.16,80.29,17.52,245.59,37.78,25.62,13.34,10,4,3,100.00,0.00
1231,447.05,118.44,175.37,105.68,90.43,74.43,5.01,55.42,6.29,13,6,1,100.00,0.00
1232,114.98,193.81,105.50,24.55,44.09,92.60,12.98,48.18,19.09,9,6,4,87.29,0.00
1233,106.55,45.18,66.84,108.02,72.37,253.60,9.73,36.63,14.79,8,2,1,88.41,0.00
1234,15.57,279.79,41.58,122.24,81.41,147.83,26.52,92.76,18.14,12,2,1,69.81,1.00
1235,325.83,114.92,160.06,199.54,50.51,248.30,5.50,10.74,18.54,11,4,0,100.00,0.00
1236,184.26,218.86,124.90,195.04,39.91,112.34,16.77,20.99,15.02,12,2,1,100.00,0.00
1237,432.18,6.10,93.61,193.28,91.55,119.51,39.78,76.00,4.86,15,2,1,100.00,0.00
1238,236.60,61.56,43.50,69.68,23.09,50.14,12.20,33.71,19.93,15,4,1,97.37,0.00
1239,484.10,146.12,66.85,198.25,25.70,274.90,17.56,75.09,6.50,6,3,5,100.00,0.00
1240,92.76,263.48,191.97,91.10,36.16,269.04,15.13,84.90,13.43,6,9,1,100.00,0.00
1241,434.31,158.18,104.02,170.37,85.95,295.27,30.16,32.92,16.90,8,5,2,100.00,0.00
1242,388.30,278.96,80.14,43.26,93.88,120.73,3.34,27.27,3.50,13,7,3,100.00,0.00
1243,385.46,145.14,104.28,101.17,22.01,245.58,-1.48,23.08,12.18,8,6,1,100.00,0.00
1244,422.39,147.13,155.80,193.20,86.39,124.49,27.70,28.01,7.50,14,5,0,100.00,0.00
1245,380.51,35.92,68.02,189.41,25.82,136.29,10.78,34.05,4.89,16,6,0,100.00,0.00
1246,313.11,240.80,35.74,136.75,97.06,249.00,35.69,88.19,0.24,9,5,1,100.00,0.00
1247,65.62,74.09,116.99,159.56,59.74,53.21,22.21,79.30,17.44,7,4,2,72.78,1.00
1248,16.26,269.88,133.04,35.29,0.71,66.09,18.22,10.17,2.72,6,4,1,67.60,1.00
1249,460.42,273.25,142.54,144.33,3.41,94.42,-6.48,88.67,17.56,11,4,3,100.00,0.00
1250,308.33,282.99,176.40,123.61,14.75,236.45,26.52,17.09,12.01,13,4,2,100.00,0.00
1251,398.27,156.07,74.23,18.31,18.76,111.80,24.30,68.97,12.42,14,10,3,100.00,0.00
1252,240.76,203.13,15.07,22.63,76.76,107.45,22.00,23.63,16.57,10,4,2,100.00,0.00
1253,58.65,233.55,191.67,21.69,22.28,299.64,3.40,15.60,10.19,5,3,1,100.00,0.00
1254,62.59,39.30,87.00,144.87,96.91,115.14,37.34,78.38,7.15,13,4,4,68.73,1.00
1255,342.78,180.29,124.65,28.34,63.61,74.33,6.08,52.05,2.78,11,7,0,100.00,0.00
1256,215.15,10.29,133.26,93.55,69.25,186.96,-2.39,63.92,11.41,14,4,2,100.00,0.00
1257,100.26,149.27,109.30,71.40,21.78,240.56,39.36,48.28,11.06,7,5,1,96.63,0.00
1258,245.80,46.45,41.05,110.10,89.27,20.88,27.31,16.05,5.88,12,5,2,100.00,0.00
1259,32.10,54.88,151.03,141.30,66.78,185.67,10.74,76.57,12.00,11,4,1,80.22,0.00
1260,290.99,109.51,160.75,136.94,86.44,10.72,36.80,83.83,8.79,9,9,2,100.00,0.00
1261,134.50,129.73,110.60,103.10,95.65,157.90,-5.44,13.73,16.11,9,3,1,100.00,0.00
1262,398.78,186.95,97.71,92.87,12.56,77.10,-5.62,43.81,11.19,5,4,3,100.00,0.00
1263,155.18,22.33,22.79,79.56,9.66,91.99,24.12,60.16,18.67,11,7,3,68.84,1.00
1264,227.61,151.11,16.79,172.38,80.34,140.13,-1.10,64.47,10.36,9,6,1,100.00,0.00
1265,5.81,54.79,67.91,66.17,86.61,278.13,35.86,62.03,17.75,10,1,2,56.88,2.00
1266,36.22,172.19,62.17,51.87,58.38,213.20,32.02,72.36,10.41,11,2,1,67.82,1.00
1267,196.25,191.22,190.73,148.66,36.60,281.05,5.32,97.01,11.16,9,4,2,100.00,0.00
1268,239.97,167.01,156.72,71.95,65.26,197.99,34.44,45.15,7.34,11,1,2,100.00,0.00
1269,300.01,221.49,131.98,169.40,30.57,2.13,-7.86,60.10,8.00,16,7,2,100.00,0.00
1270,145.83,100.68,103.53,65.58,23.84,79.68,17.43,72.92,18.66,9,3,3,88.44,0.00
1271,347.49,229.53,33.47,140.39,48.81,271.73,36.78,63.32,4.47,8,7,2,100.00,0.00
1272,430.06,129.83,195.69,9.02,21.62,193.03,32.77,44.81,2.43,9,4,1,100.00,0.00
1273,389.93,145.26,75.01,77.11,48.37,294.49,7.80,66.17,16.60,10,9,0,100.00,0.00
1274,19.81,194.43,21.39,68.65,95.66,46.79,-0.86,68.51,11.54,8,6,1,45.46,2.00
1275,240.25,5.51,98.76,163.34,83.98,89.02,0.53,62.65,5.69,20,4,3,100.00,0.00
1276,52.47,196.20,174.80,193.41,94.16,108.71,15.73,28.46,8.65,10,4,1,100.00,0.00
1277,121.02,185.58,177.46,92.18,80.63,97.97,19.84,55.54,10.50,10,4,2,100.00,0.00
1278,493.33,92.95,2.19,164.97,35.48,75.60,-8.36,89.59,11.84,14,13,4,100.00,0.00
1279,71.25,25.74,177.26,139.94,81.20,133.04,10.68,88.17,16.42,11,4,1,89.40,0.00
